,date,jour,service,moyen_7_services,moyen_31_services,moyenne_3der_j&service,match_edf,roland_garros,fashion_week,match_happening,match_happening_cl,temp,feels_like,temp_min,temp_max,wind_speed,clouds_all,vacances_paris,clear,clouds,drizzle,drizzle_and_rain,fog,mist,rain,thunderstorm,cos_jour_de_sem,sin_jour_de_sem,cos_jour_du_mois,sin_jour_du_mois,cos_mois_de_annee,sin_mois_de_annee,cos_jour_annee,sin_jour_annee,cos_semaine_annee,sin_semaine_annee,y_true,y_pred
0,2019-01-01,Mardi,soir,,,,0.0,0.0,0.0,0.0,0.0,280.87,280.87,279.48,281.45,0.45,90.0,1.0,0,0,light intensity drizzle,0,0,0,0,0,-0.2225209339563143,0.9749279121818236,0.9795299412524944,0.20129852008866,0.8660254037844387,0.4999999999999999,0.9998518392091162,0.0172133561558346,0.992708874098054,0.120536680255323,8345.0,7920.871088112045
1,2019-01-02,Mercredi,midi,,,,0.0,0.0,0.0,0.0,0.0,279.57,278.92,278.83,280.31,1.34,90.0,1.0,0,overcast clouds,0,0,0,0,0,0,-0.900968867902419,0.4338837391175582,0.9189578116202306,0.3943558551133185,0.8660254037844387,0.4999999999999999,0.9994074007397048,0.0344216116227457,0.992708874098054,0.120536680255323,3939.0,8789.23815070342
2,2019-01-02,Mercredi,soir,,,,0.0,0.0,0.0,0.0,0.0,278.95,277.22,277.71,279.81,2.24,90.0,1.0,0,overcast clouds,0,0,0,0,0,0,-0.900968867902419,0.4338837391175582,0.9189578116202306,0.3943558551133185,0.8660254037844387,0.4999999999999999,0.9994074007397048,0.0344216116227457,0.992708874098054,0.120536680255323,9045.5,9273.313529071911
3,2019-01-03,Jeudi,soir,,,,0.0,0.0,0.0,0.0,0.0,278.57,278.57,277.38,279.69,0.45,90.0,1.0,0,overcast clouds,0,0,0,0,0,0,-0.9009688679024191,-0.433883739117558,0.8207634412072763,0.5712682150947923,0.8660254037844387,0.4999999999999999,0.998666816288476,0.0516196672232537,0.992708874098054,0.120536680255323,10024.0,9238.784945224275
4,2019-01-03,Jeudi,midi,,,,0.0,0.0,0.0,0.0,0.0,279.11,279.11,278.06,280.25,0.89,90.0,1.0,0,overcast clouds,0,0,0,0,0,0,-0.9009688679024191,-0.433883739117558,0.8207634412072763,0.5712682150947923,0.8660254037844387,0.4999999999999999,0.998666816288476,0.0516196672232537,0.992708874098054,0.120536680255323,4836.0,8455.350112886374
5,2019-01-04,Vendredi,soir,,,,0.0,0.0,0.0,0.0,0.0,278.21,275.63,277.16,279.65,3.13,90.0,1.0,0,overcast clouds,0,0,0,0,0,0,-0.2225209339563146,-0.9749279121818236,0.6889669190756866,0.7247927872291199,0.8660254037844387,0.4999999999999999,0.9976303053065856,0.0688024268023198,0.992708874098054,0.120536680255323,13987.5,8990.913528168883
6,2019-01-04,Vendredi,midi,,,,0.0,0.0,0.0,0.0,0.0,278.4,275.3,276.95,279.4,4.02,75.0,1.0,0,broken clouds,0,0,0,0,0,0,-0.2225209339563146,-0.9749279121818236,0.6889669190756866,0.7247927872291199,0.8660254037844387,0.4999999999999999,0.9976303053065856,0.0688024268023198,0.992708874098054,0.120536680255323,4806.0,8496.405483346105
7,2019-01-05,Samedi,soir,,,,0.0,0.0,0.0,0.0,0.0,278.68,277.92,277.25,279.38,1.34,90.0,1.0,0,overcast clouds,0,0,0,0,0,0,0.6234898018587334,-0.7818314824680299,0.5289640103269625,0.8486442574947509,0.8660254037844387,0.4999999999999999,0.9962981749346078,0.0859647987374464,0.992708874098054,0.120536680255323,11756.0,8607.639091696215
8,2019-01-05,Samedi,midi,,,,0.0,0.0,0.0,0.0,0.0,278.54,276.74,277.16,279.38,2.24,90.0,1.0,0,overcast clouds,0,0,0,0,0,0,0.6234898018587334,-0.7818314824680299,0.5289640103269625,0.8486442574947509,0.8660254037844387,0.4999999999999999,0.9962981749346078,0.0859647987374464,0.992708874098054,0.120536680255323,4466.5,8449.787480889676
9,2019-01-06,Dimanche,soir,,,,0.0,0.0,0.0,0.0,0.0,278.76,277.79,277.25,279.71,1.5,90.0,1.0,0,0,0,0,0,0,light rain,0,1.0,-2.4492935982947064e-16,0.3473052528448203,0.9377521321470804,0.8660254037844387,0.4999999999999999,0.9946708199115212,0.1031016974474348,0.992708874098054,0.120536680255323,5012.3,6843.333225788082
