date,temp,feels_like,temp_min,temp_max,wind_speed,clouds_all,weather_main,weather_description,service
2016-08-21,291.05,290.91,288.94,293.4,4.6,75,Rain,light rain,midi
2016-08-21,294.11,293.49,292.34,294.87,3.1,0,Clear,sky is clear,soir
2016-08-22,298.87,298.65,297.16,299.87,2.6,0,Clear,sky is clear,midi
2016-08-22,300.02,300.02,298.94,300.87,1.5,0,Clear,sky is clear,soir
2016-08-23,302.69,302.32,301.69,303.7,3.6,0,Clear,sky is clear,midi
2016-08-23,303.72,303.65,302.83,304.58,2.1,0,Clear,sky is clear,soir
2016-08-24,306.32,306.78,305.58,307.45,2.6,0,Clear,sky is clear,midi
2016-08-24,306.78,306.66,304.38,308.58,2.6,0,Clear,sky is clear,soir
2016-08-25,307.4,309.01,306.16,308.58,2.6,0,Clear,sky is clear,midi
2016-08-25,306.95,307.1,305.34,308.59,2.1,0,Clear,sky is clear,soir
2016-08-26,305.15,306.39,302.71,307.03,1.54,0,Clear,sky is clear,midi
2016-08-26,304.35,305.33,302.43,305.81,2.6,0,Clear,sky is clear,soir
2016-08-27,305.21,306.49,302.58,306.87,3.6,0,Clear,sky is clear,midi
2016-08-27,305.34,305.35,304.18,306.58,2.1,0,Rain,light rain,soir
2016-08-28,299.52,299.52,297.71,300.87,5.7,40,Clouds,scattered clouds,midi
2016-08-28,297.97,297.63,297.27,298.58,3.6,0,Clear,sky is clear,soir
2016-08-29,294.79,294.76,292.43,297.47,1.5,90,Rain,light rain,midi
2016-08-29,293.94,293.85,292.71,294.7,4.1,0,Rain,light rain,soir
2016-08-30,297.76,297.63,296.05,299.81,2.6,20,Clouds,few clouds,midi
2016-08-30,297.27,297.02,296.16,298.14,1.5,0,Clear,sky is clear,soir
2016-08-31,299.77,299.77,297.71,300.92,3.1,0,Clear,sky is clear,midi
2016-08-31,298.76,298.42,296.38,299.58,3.6,0,Clear,sky is clear,soir
2016-09-01,297.87,297.68,296.05,299.25,2.6,0,Clear,sky is clear,midi
2016-09-01,298.45,298.18,295.4,299.94,1.5,0,Clear,sky is clear,soir
2016-09-02,300.35,300.27,298.83,301.87,2.6,0,Clear,sky is clear,midi
2016-09-02,299.24,299.24,296.98,300.38,4.1,0,Clear,sky is clear,soir
2016-09-03,297.83,297.76,295.17,298.87,3.6,20,Clouds,few clouds,midi
2016-09-03,298.98,298.82,297.16,300.25,1.5,0,Clear,sky is clear,soir
2016-09-04,294.34,294.63,293.16,295.76,5.1,75,Rain,light rain,midi
2016-09-04,293.12,293.1,291.88,293.91,2.6,1,Rain,light rain,soir
2016-09-05,290.7,290.89,289.69,291.45,3.1,90,Drizzle,light intensity drizzle,midi
2016-09-05,290.7,290.89,289.69,291.45,3.1,90,Rain,light rain,midi
2016-09-05,290.7,290.89,289.69,291.45,3.1,90,Mist,mist,midi
2016-09-05,293.13,293.61,292.16,293.96,1.5,90,Rain,light rain,soir
2016-09-05,293.13,293.61,292.16,293.96,1.5,90,Mist,mist,soir
2016-09-06,295.31,295.54,293.54,296.01,1.0,90,Clouds,overcast clouds,midi
2016-09-06,295.44,295.74,294.38,295.96,1.5,90,Clouds,overcast clouds,soir
2016-09-07,299.52,299.52,297.71,300.42,3.1,0,Clear,sky is clear,midi
2016-09-07,298.4,298.18,296.38,299.58,1.5,0,Clear,sky is clear,soir
2016-09-08,296.6,296.67,294.38,298.4,3.1,75,Clouds,broken clouds,midi
2016-09-08,294.41,293.92,292.45,295.42,4.1,0,Clear,sky is clear,soir
2016-09-09,297.6,297.22,295.49,298.58,2.1,0,Clear,sky is clear,midi
2016-09-09,296.57,296.12,295.18,297.58,1.5,0,Clear,sky is clear,soir
2016-09-10,298.85,298.49,296.6,300.4,4.1,0,Clear,sky is clear,midi
2016-09-10,296.54,296.21,295.38,297.58,2.6,0,Clear,sky is clear,soir
2016-09-11,294.13,294.4,292.4,296.87,1.0,90,Rain,light rain,midi
2016-09-11,296.57,296.66,294.94,297.24,2.1,40,Clouds,scattered clouds,soir
2016-09-12,303.14,302.61,302.4,303.58,2.1,0,Clear,sky is clear,midi
2016-09-12,300.43,300.77,298.27,302.58,2.1,0,Clear,sky is clear,soir
2016-09-13,302.76,302.73,301.51,303.78,2.6,0,Clear,sky is clear,midi
2016-09-13,300.34,300.68,299.14,301.58,2.6,0,Clear,sky is clear,soir
2016-09-14,299.4,299.4,297.16,300.58,2.1,0,Clear,sky is clear,midi
2016-09-14,298.65,298.59,295.49,300.58,1.5,90,Clouds,overcast clouds,soir
2016-09-15,292.62,292.76,291.32,293.45,3.1,75,Rain,light rain,midi
2016-09-15,290.12,289.99,289.47,290.8,3.1,0,Clear,sky is clear,soir
2016-09-16,294.09,293.81,291.6,295.4,4.6,75,Rain,light rain,midi
2016-09-16,289.0,289.07,287.71,289.58,5.1,90,Rain,light rain,soir
2016-09-17,289.77,289.52,288.27,290.87,2.6,90,Rain,light rain,midi
2016-09-17,288.2,287.98,287.4,288.61,2.1,90,Clouds,overcast clouds,soir
2016-09-18,293.13,293.12,291.8,294.24,4.6,75,Clouds,broken clouds,midi
2016-09-18,291.59,291.63,291.16,292.47,4.6,75,Rain,moderate rain,soir
2016-09-19,291.98,291.88,290.49,292.98,2.1,90,Clouds,overcast clouds,midi
2016-09-19,290.71,290.53,289.1,291.58,2.6,0,Rain,light rain,soir
2016-09-20,291.98,291.69,290.34,294.1,2.6,0,Rain,light intensity shower rain,midi
2016-09-20,290.23,289.93,288.83,291.91,1.5,75,Rain,light rain,soir
2016-09-21,294.12,293.58,292.16,295.8,1.0,0,Clear,sky is clear,midi
2016-09-21,291.49,290.95,289.94,292.58,1.5,0,Clear,sky is clear,soir
2016-09-22,296.14,295.67,294.38,297.01,2.6,75,Clouds,broken clouds,midi
2016-09-22,292.62,292.22,291.05,293.24,1.5,0,Clear,sky is clear,soir
2016-09-23,294.84,294.5,292.71,295.87,1.5,0,Rain,light rain,midi
2016-09-23,293.0,292.58,290.88,293.96,1.0,0,Clear,sky is clear,soir
2016-09-24,296.99,296.47,294.94,297.58,4.1,0,Clear,sky is clear,midi
2016-09-24,292.97,292.29,291.05,294.58,2.1,0,Clear,sky is clear,soir
2016-09-25,290.32,290.39,289.31,291.16,2.1,90,Rain,light rain,midi
2016-09-25,289.92,289.32,287.38,291.31,3.1,0,Clear,sky is clear,soir
2016-09-26,292.28,291.66,290.49,293.24,2.1,75,Clouds,broken clouds,midi
2016-09-26,290.61,289.9,288.38,291.69,3.1,0,Clear,sky is clear,soir
2016-09-27,294.84,294.19,293.27,295.87,2.6,0,Clear,sky is clear,midi
2016-09-27,292.79,292.12,290.38,293.94,2.6,0,Mist,mist,soir
2016-09-28,295.24,295.12,293.83,296.36,2.6,75,Clouds,broken clouds,midi
2016-09-28,292.92,292.78,291.05,294.58,2.6,0,Clear,sky is clear,soir
2016-09-29,293.22,293.16,291.05,295.24,4.1,90,Mist,mist,midi
2016-09-29,292.4,292.29,291.36,293.58,2.1,0,Clear,sky is clear,soir
2016-09-30,290.48,289.81,289.38,291.4,1.5,0,Clear,sky is clear,midi
2016-09-30,287.97,287.75,286.05,288.7,1.5,90,Rain,light rain,soir
2016-10-01,289.77,289.34,288.83,291.68,3.6,75,Rain,light rain,midi
2016-10-01,288.0,287.45,285.58,289.25,3.6,0,Clear,sky is clear,soir
2016-10-02,289.43,288.63,288.27,290.4,3.1,75,Clouds,broken clouds,midi
2016-10-02,287.35,286.44,285.49,288.31,2.6,0,Clear,sky is clear,soir
2016-10-03,290.52,289.51,289.25,291.4,1.5,40,Clouds,scattered clouds,midi
2016-10-03,287.45,286.29,284.4,288.96,2.1,0,Clear,sky is clear,soir
2016-10-04,291.59,290.72,289.81,293.03,4.6,0,Clear,sky is clear,midi
2016-10-04,289.11,288.17,287.28,289.96,4.1,0,Clear,sky is clear,soir
2016-10-05,289.47,288.46,288.7,290.24,4.6,0,Clear,sky is clear,midi
2016-10-05,286.48,285.12,285.21,287.8,4.1,0,Clear,sky is clear,soir
2016-10-06,287.02,285.87,286.28,287.64,5.7,0,Clear,sky is clear,midi
2016-10-06,285.31,284.12,283.88,286.11,5.1,0,Clear,sky is clear,soir
2016-10-07,287.55,286.74,287.16,287.96,4.6,90,Clouds,overcast clouds,midi
2016-10-07,286.83,286.11,286.18,287.24,4.1,90,Clouds,overcast clouds,soir
2016-10-08,289.02,288.2,287.94,289.71,3.6,75,Clouds,broken clouds,midi
2016-10-08,286.09,285.22,283.98,286.96,2.1,0,Clear,sky is clear,soir
2016-10-09,288.21,286.89,287.48,288.87,2.1,0,Clear,sky is clear,midi
2016-10-09,284.95,283.52,282.4,285.96,2.6,0,Clear,sky is clear,soir
2016-10-10,286.62,285.46,285.83,287.88,1.5,90,Clouds,overcast clouds,midi
2016-10-10,282.94,282.56,282.0,283.58,1.5,90,Rain,light rain,soir
2016-10-11,284.61,283.67,283.16,285.4,2.1,20,Clouds,few clouds,midi
2016-10-11,282.87,281.94,279.78,283.96,2.1,0,Clear,sky is clear,soir
2016-10-12,286.34,285.2,285.38,287.4,3.1,0,Clear,sky is clear,midi
2016-10-12,284.42,283.3,282.38,285.21,3.1,20,Clouds,few clouds,soir
2016-10-13,284.25,283.22,283.34,285.45,3.1,90,Rain,light rain,midi
2016-10-13,283.75,282.9,282.18,284.24,3.1,90,Rain,light rain,soir
2016-10-14,285.88,285.27,285.34,286.49,1.0,90,Rain,light rain,midi
2016-10-14,284.64,284.33,284.16,284.96,2.1,90,Rain,light rain,soir
2016-10-15,289.53,289.03,288.49,290.4,3.6,75,Clouds,broken clouds,midi
2016-10-15,287.94,287.41,287.34,288.58,3.6,0,Clear,sky is clear,soir
2016-10-16,292.98,292.4,291.78,294.4,2.6,0,Clear,sky is clear,midi
2016-10-16,290.21,289.69,287.08,291.1,1.5,0,Clear,sky is clear,soir
2016-10-17,290.23,289.93,289.58,290.87,3.1,90,Clouds,overcast clouds,midi
2016-10-17,286.84,286.35,285.08,288.11,1.5,0,Rain,light rain,soir
2016-10-18,288.91,288.13,287.4,289.38,4.6,90,Clouds,overcast clouds,midi
2016-10-18,285.04,284.5,284.18,285.4,2.6,90,Rain,light rain,soir
2016-10-19,286.22,285.41,285.49,286.87,3.1,75,Rain,light rain,midi
2016-10-19,283.7,282.93,282.4,284.38,4.12,90,Clouds,overcast clouds,soir
2016-10-20,286.67,285.93,286.16,287.34,3.6,90,Rain,light rain,midi
2016-10-20,285.11,284.55,284.08,285.71,3.6,75,Rain,light rain,soir
2016-10-21,285.92,285.16,285.34,286.68,0.5,75,Clouds,broken clouds,midi
2016-10-21,283.6,282.97,281.34,284.58,1.5,0,Clear,sky is clear,soir
2016-10-22,284.79,284.1,281.38,286.87,1.5,40,Mist,mist,midi
2016-10-22,281.92,281.4,280.08,283.21,1.5,1,Mist,mist,soir
2016-10-23,285.65,284.68,284.49,286.38,4.1,0,Clear,sky is clear,midi
2016-10-23,283.56,283.08,282.4,283.96,3.1,90,Rain,moderate rain,soir
2016-10-24,286.24,286.09,285.83,286.71,1.5,75,Rain,light rain,midi
2016-10-24,286.52,286.34,285.4,286.96,1.0,90,Mist,mist,soir
2016-10-25,287.11,287.02,286.34,288.24,1.5,90,Mist,mist,midi
2016-10-25,286.68,286.49,285.4,287.41,1.0,90,Mist,mist,soir
2016-10-26,286.06,285.57,282.58,287.38,1.5,75,Clouds,broken clouds,midi
2016-10-26,283.43,282.81,281.18,284.71,1.0,75,Clouds,broken clouds,soir
2016-10-27,287.24,286.72,283.38,288.87,1.5,75,Clouds,broken clouds,midi
2016-10-27,285.2,284.71,282.38,286.58,2.1,90,Clouds,overcast clouds,soir
2016-10-28,286.77,286.12,285.34,287.58,1.0,90,Clouds,overcast clouds,midi
2016-10-28,286.35,285.68,284.98,286.96,1.5,90,Clouds,overcast clouds,soir
2016-10-29,286.32,285.86,285.8,287.16,2.1,90,Clouds,overcast clouds,midi
2016-10-29,284.81,284.28,282.28,285.96,1.5,0,Clear,sky is clear,soir
2016-10-30,288.68,287.83,286.88,289.4,2.1,0,Clear,sky is clear,midi
2016-10-30,286.4,285.77,283.98,287.21,3.1,0,Clear,sky is clear,soir
2016-10-31,289.39,288.66,288.34,290.4,2.1,0,Clear,sky is clear,midi
2016-10-31,286.72,286.06,283.38,287.96,3.1,0,Clear,sky is clear,soir
2016-11-01,287.51,286.78,282.68,288.38,2.1,0,Clear,sky is clear,midi
2016-11-01,283.5,282.76,281.28,284.81,1.5,0,Clear,sky is clear,soir
2016-11-02,285.16,284.17,284.4,285.58,2.6,75,Clouds,broken clouds,midi
2016-11-02,280.03,278.65,277.4,280.96,2.06,75,Clouds,broken clouds,soir
2016-11-03,284.04,282.7,283.5,284.45,2.6,0,Clear,sky is clear,midi
2016-11-03,279.74,278.28,277.08,281.58,2.1,0,Clear,sky is clear,soir
2016-11-04,280.1,277.93,279.34,281.45,3.1,90,Rain,light rain,midi
2016-11-04,280.16,279.39,279.83,280.68,1.5,90,Rain,light rain,soir
2016-11-05,283.67,282.45,283.16,284.94,4.6,75,Clouds,broken clouds,midi
2016-11-05,280.78,279.09,278.4,281.61,2.6,90,Rain,light rain,soir
2016-11-06,281.28,279.35,280.4,281.96,3.1,75,Clouds,broken clouds,midi
2016-11-06,278.07,276.32,276.38,279.58,2.1,90,Clouds,overcast clouds,soir
2016-11-07,276.61,274.14,275.34,278.87,2.6,90,Mist,mist,midi
2016-11-07,276.61,274.14,275.34,278.87,2.6,90,Drizzle,light intensity drizzle,midi
2016-11-07,276.61,274.14,275.34,278.87,2.6,90,Rain,light rain,midi
2016-11-07,277.15,274.03,276.68,277.58,3.6,90,Clouds,overcast clouds,soir
2016-11-08,280.12,277.65,279.34,280.87,3.6,75,Rain,light rain,midi
2016-11-08,278.93,277.33,277.38,279.58,2.1,0,Clear,sky is clear,soir
2016-11-09,282.45,279.61,281.58,282.96,5.7,90,Rain,light rain,midi
2016-11-09,281.86,279.09,280.98,282.31,5.1,75,Rain,light rain,soir
2016-11-10,283.36,282.63,282.88,283.87,3.6,75,Rain,light rain,midi
2016-11-10,282.38,280.99,281.83,283.0,2.6,75,Rain,moderate rain,soir
2016-11-11,282.37,280.39,281.94,282.87,3.6,75,Clouds,broken clouds,midi
2016-11-11,277.35,277.35,275.18,278.58,1.03,0,Clear,sky is clear,soir
2016-11-12,278.79,276.35,277.98,279.87,3.1,0,Clear,sky is clear,midi
2016-11-12,279.07,276.69,278.34,279.87,3.1,90,Mist,mist,soir
2016-11-12,279.07,276.69,278.34,279.87,3.1,90,Rain,light rain,soir
2016-11-13,282.09,281.59,281.16,283.78,1.5,90,Rain,light rain,midi
2016-11-13,282.09,281.59,281.16,283.78,1.5,90,Drizzle,light intensity drizzle,midi
2016-11-13,282.1,279.59,280.4,282.81,4.6,90,Clouds,overcast clouds,soir
2016-11-14,280.81,280.13,280.16,281.45,1.5,90,Clouds,overcast clouds,midi
2016-11-14,281.13,280.5,280.28,281.87,1.5,75,Rain,light rain,soir
2016-11-15,285.4,285.11,284.49,286.45,2.1,90,Mist,mist,midi
2016-11-15,285.58,285.36,284.94,286.24,2.1,90,Mist,mist,soir
2016-11-16,285.61,285.16,284.94,286.24,3.6,90,Rain,light rain,midi
2016-11-16,285.33,284.88,284.38,286.16,3.6,90,Rain,light rain,soir
2016-11-17,286.25,285.6,285.4,286.87,4.6,75,Rain,light rain,midi
2016-11-17,286.12,285.51,285.38,286.68,5.1,75,Clouds,broken clouds,soir
2016-11-18,284.16,282.83,282.4,284.91,4.1,75,Clouds,broken clouds,midi
2016-11-18,281.1,278.84,279.18,282.24,3.6,75,Clouds,broken clouds,soir
2016-11-19,282.12,279.62,281.38,282.45,4.6,75,Clouds,broken clouds,midi
2016-11-19,281.15,279.2,280.4,281.58,3.1,0,Clear,sky is clear,soir
2016-11-20,285.99,285.42,285.34,287.38,6.2,90,Rain,light rain,midi
2016-11-20,285.04,284.53,284.38,285.58,2.1,90,Rain,light rain,soir
2016-11-21,287.26,286.58,278.45,289.71,5.7,75,Rain,light rain,midi
2016-11-21,285.33,284.61,284.88,285.87,4.1,0,Clear,sky is clear,soir
2016-11-22,284.8,284.01,284.34,285.4,3.1,90,Clouds,overcast clouds,midi
2016-11-22,283.56,282.85,281.4,284.24,1.5,0,Clear,sky is clear,soir
2016-11-23,286.46,285.96,284.98,286.96,2.1,0,Clear,sky is clear,midi
2016-11-23,286.8,286.21,284.68,287.96,2.1,0,Clear,sky is clear,soir
2016-11-24,285.6,284.89,284.38,286.31,3.6,0,Clear,sky is clear,midi
2016-11-24,284.25,283.58,282.38,284.96,4.1,1,Clear,sky is clear,soir
2016-11-25,281.81,279.99,280.98,282.38,3.1,90,Clouds,overcast clouds,midi
2016-11-25,282.6,280.43,280.4,283.21,4.1,90,Rain,light rain,soir
2016-11-26,282.85,282.46,281.88,283.61,1.5,90,Clouds,overcast clouds,midi
2016-11-26,282.43,280.74,280.98,283.11,3.1,90,Clouds,overcast clouds,soir
2016-11-27,281.87,279.53,281.16,282.4,4.1,0,Clear,sky is clear,midi
2016-11-27,280.8,278.48,280.2,281.24,3.6,90,Clouds,overcast clouds,soir
2016-11-28,279.74,276.66,278.94,280.38,4.6,0,Clear,sky is clear,midi
2016-11-28,276.95,272.94,274.78,277.96,5.1,0,Clear,sky is clear,soir
2016-11-29,276.88,274.05,275.98,277.71,3.1,0,Clear,sky is clear,midi
2016-11-29,274.21,270.84,270.88,275.96,3.1,0,Clear,sky is clear,soir
2016-11-30,278.95,278.01,276.38,279.96,1.5,0,Clear,sky is clear,midi
2016-11-30,274.57,272.23,270.78,276.61,2.1,0,Clear,sky is clear,soir
2016-12-01,279.58,279.58,276.4,280.87,1.0,0,Clear,sky is clear,midi
2016-12-01,274.76,274.76,272.18,276.58,1.03,1,Clear,sky is clear,soir
2016-12-02,279.37,278.49,276.38,280.71,1.5,90,Mist,mist,midi
2016-12-02,279.66,277.4,277.28,280.31,3.1,90,Mist,mist,soir
2016-12-03,279.85,277.32,279.16,280.38,3.6,0,Clear,sky is clear,midi
2016-12-03,276.33,273.03,273.78,277.51,3.6,0,Clear,sky is clear,soir
2016-12-04,277.41,275.09,276.28,277.96,2.6,0,Clear,sky is clear,midi
2016-12-04,275.89,273.78,272.38,276.96,2.1,0,Clear,sky is clear,soir
2016-12-05,280.5,280.5,278.4,282.0,1.0,0,Clear,sky is clear,midi
2016-12-05,278.92,277.97,275.08,280.96,1.5,0,Clear,sky is clear,soir
2016-12-06,282.47,282.02,281.34,284.4,1.5,1,Clear,sky is clear,midi
2016-12-06,279.15,278.24,275.78,280.96,1.5,1,Clear,sky is clear,soir
2016-12-07,282.15,281.66,281.16,283.87,1.5,1,Clear,sky is clear,midi
2016-12-07,280.15,278.76,278.38,281.4,2.1,1,Clear,sky is clear,soir
2016-12-08,281.06,279.09,280.34,282.45,3.1,0,Clear,sky is clear,midi
2016-12-08,279.79,277.56,277.38,280.96,3.1,0,Clear,sky is clear,soir
2016-12-09,282.89,281.6,282.11,283.87,2.6,0,Clear,sky is clear,midi
2016-12-09,280.28,278.5,277.98,281.51,2.6,0,Clear,sky is clear,soir
2016-12-10,277.89,276.8,277.34,279.1,1.5,90,Mist,mist,midi
2016-12-10,278.61,277.62,278.16,278.96,1.5,90,Fog,fog,soir
2016-12-11,283.38,282.55,280.4,284.58,2.1,0,Clear,sky is clear,midi
2016-12-11,279.25,277.27,276.4,280.87,2.6,90,Clouds,overcast clouds,soir
2016-12-12,278.48,275.65,277.83,279.24,3.6,90,Clouds,overcast clouds,midi
2016-12-12,278.34,275.48,277.94,278.87,3.6,90,Mist,mist,soir
2016-12-12,278.34,275.48,277.94,278.87,3.6,90,Rain,light rain,soir
2016-12-13,281.32,280.12,280.94,281.98,2.1,0,Clear,sky is clear,midi
2016-12-13,281.64,281.08,281.16,282.45,1.5,90,Clouds,overcast clouds,soir
2016-12-14,282.55,281.56,281.38,283.24,2.1,0,Clear,sky is clear,midi
2016-12-14,278.77,276.33,276.4,280.58,3.1,0,Clear,sky is clear,soir
2016-12-15,280.57,279.25,279.34,281.58,2.1,0,Clear,sky is clear,midi
2016-12-15,279.63,277.72,277.4,280.96,2.6,1,Clear,sky is clear,soir
2016-12-16,283.27,282.11,281.18,284.24,2.1,0,Clear,sky is clear,midi
2016-12-16,281.11,280.47,278.28,282.51,1.5,0,Clear,sky is clear,soir
2016-12-17,280.61,279.9,276.48,282.87,1.5,0,Mist,mist,midi
2016-12-17,278.83,276.4,277.68,279.24,3.1,90,Mist,mist,soir
2016-12-18,276.71,275.45,276.16,277.45,1.5,90,Mist,mist,midi
2016-12-18,276.09,273.52,275.34,276.87,2.6,90,Rain,light rain,soir
2016-12-19,279.8,277.93,278.88,280.24,2.6,75,Clouds,broken clouds,midi
2016-12-19,278.54,275.72,277.38,278.96,3.6,90,Clouds,overcast clouds,soir
2016-12-20,279.17,277.61,278.1,280.16,2.1,40,Clouds,scattered clouds,midi
2016-12-20,278.29,276.13,276.88,279.24,2.6,90,Clouds,overcast clouds,soir
2016-12-21,278.8,275.75,277.94,279.45,4.1,40,Clouds,scattered clouds,midi
2016-12-21,280.01,277.52,279.38,280.38,3.6,90,Rain,light rain,soir
2016-12-22,281.98,280.89,281.38,282.38,2.1,90,Drizzle,light intensity drizzle,midi
2016-12-22,281.56,280.4,280.49,282.11,2.1,90,Clouds,overcast clouds,soir
2016-12-23,278.55,275.74,277.4,279.0,3.6,90,Mist,mist,midi
2016-12-23,279.82,277.95,279.34,280.24,2.6,90,Clouds,overcast clouds,soir
2016-12-24,282.34,280.94,281.4,282.87,2.6,40,Clouds,scattered clouds,midi
2016-12-24,280.92,279.66,280.34,281.58,2.1,0,Clear,sky is clear,soir
2016-12-25,283.2,282.35,282.83,283.68,3.6,90,Clouds,overcast clouds,midi
2016-12-25,283.87,283.11,283.34,284.31,3.1,90,Clouds,overcast clouds,soir
2016-12-26,283.59,282.78,283.16,283.96,4.1,90,Clouds,overcast clouds,midi
2016-12-26,280.93,278.64,278.4,282.41,3.6,0,Clear,sky is clear,soir
2016-12-27,280.13,279.35,278.28,280.96,1.5,0,Clear,sky is clear,midi
2016-12-27,276.54,275.26,272.58,278.11,1.5,0,Clear,sky is clear,soir
2016-12-28,279.87,278.43,277.4,281.2,2.1,0,Clear,sky is clear,midi
2016-12-28,277.41,275.09,275.16,278.96,2.6,0,Clear,sky is clear,soir
2016-12-29,275.26,275.26,272.4,276.96,1.0,1,Mist,mist,midi
2016-12-29,272.31,270.37,271.38,272.94,1.54,90,Mist,mist,soir
2016-12-30,271.7,269.74,270.38,272.78,1.5,90,Mist,mist,midi
2016-12-30,270.98,268.92,270.34,272.98,1.5,90,Mist,mist,soir
2016-12-31,270.58,270.58,269.98,271.4,1.0,90,Mist,mist,midi
2016-12-31,270.44,267.4,269.94,271.16,2.1,90,Mist,mist,soir
2017-01-01,271.85,268.0,271.34,272.45,3.1,90,Mist,mist,midi
2017-01-01,272.82,269.16,272.34,273.45,3.1,90,Mist,mist,soir
2017-01-02,274.8,272.01,274.34,275.24,2.57,90,Rain,light rain,midi
2017-01-02,274.67,272.35,272.98,275.24,2.1,90,Mist,mist,soir
2017-01-03,274.31,271.93,272.4,275.01,2.1,90,Fog,fog,midi
2017-01-03,273.61,270.57,272.78,274.24,2.6,90,Fog,fog,soir
2017-01-04,278.32,275.46,277.34,279.24,3.6,90,Clouds,overcast clouds,midi
2017-01-04,279.03,276.32,277.88,279.51,3.6,90,Rain,light rain,soir
2017-01-05,279.0,276.29,278.28,279.4,3.6,75,Clouds,broken clouds,midi
2017-01-05,276.27,273.32,273.83,277.91,3.1,0,Rain,light rain,soir
2017-01-06,274.5,274.5,273.38,275.3,1.0,20,Clouds,few clouds,midi
2017-01-06,271.5,268.64,270.16,272.58,2.1,0,Clear,sky is clear,soir
2017-01-07,273.46,269.94,272.38,274.24,3.1,90,Rain,light rain,midi
2017-01-07,273.94,271.5,273.34,274.45,2.1,90,Drizzle,light intensity drizzle,soir
2017-01-08,280.16,279.39,278.4,280.87,1.5,90,Mist,mist,midi
2017-01-08,280.09,279.31,279.34,281.11,1.5,90,Mist,mist,soir
2017-01-09,280.19,279.42,279.34,280.87,1.5,90,Mist,mist,midi
2017-01-09,281.01,278.73,280.34,281.58,3.6,90,Drizzle,light intensity drizzle,soir
2017-01-09,281.01,278.73,280.34,281.58,3.6,90,Rain,light rain,soir
2017-01-10,280.33,278.56,279.58,280.87,2.6,75,Rain,light rain,midi
2017-01-10,279.63,279.63,278.78,280.24,1.03,75,Clouds,broken clouds,soir
2017-01-11,282.43,280.74,281.94,283.1,3.1,90,Rain,light rain,midi
2017-01-11,282.43,280.74,281.94,283.1,3.1,90,Drizzle,drizzle,midi
2017-01-11,282.44,280.23,280.98,283.31,4.1,90,Clouds,overcast clouds,soir
2017-01-12,280.2,277.48,279.83,280.58,4.1,90,Rain,light rain,midi
2017-01-12,281.03,277.46,280.38,281.5,6.7,90,Rain,light rain,soir
2017-01-13,278.03,274.29,277.4,278.4,5.1,75,Clouds,broken clouds,midi
2017-01-13,277.13,273.16,276.38,277.71,5.1,90,Rain,light rain,soir
2017-01-14,275.66,273.01,274.94,276.4,2.6,90,Rain,light rain,midi
2017-01-14,277.04,273.9,276.28,277.4,3.6,75,Rain,moderate rain,soir
2017-01-15,277.01,275.8,275.38,278.01,1.5,90,Rain,light rain,midi
2017-01-15,274.07,270.67,273.34,274.58,3.1,90,Rain,light rain,soir
2017-01-16,276.1,274.02,274.68,276.96,2.1,90,Clouds,overcast clouds,midi
2017-01-16,275.18,271.63,274.16,276.01,3.6,90,Clouds,overcast clouds,soir
2017-01-17,272.51,267.68,271.49,273.11,4.6,1,Clear,sky is clear,midi
2017-01-17,271.72,266.39,270.38,272.45,5.1,90,Clouds,overcast clouds,soir
2017-01-18,272.79,267.73,272.16,273.4,5.1,0,Clear,sky is clear,midi
2017-01-18,272.65,268.55,271.98,273.21,3.6,0,Clear,sky is clear,soir
2017-01-19,272.8,268.37,272.34,273.48,4.1,0,Clear,sky is clear,midi
2017-01-19,272.02,269.25,270.28,272.96,2.1,0,Clear,sky is clear,soir
2017-01-20,273.2,269.62,272.34,273.96,3.1,0,Clear,sky is clear,midi
2017-01-20,272.15,268.84,270.38,272.96,2.6,1,Clear,sky is clear,soir
2017-01-21,273.66,271.98,272.83,274.58,1.5,1,Haze,haze,midi
2017-01-21,272.43,270.57,270.18,274.11,1.5,1,Mist,mist,soir
2017-01-22,277.14,275.24,275.4,277.96,2.1,1,Clear,sky is clear,midi
2017-01-22,274.03,271.65,272.18,274.96,2.06,1,Clear,sky is clear,soir
2017-01-23,271.92,268.08,271.28,273.6,3.1,75,Mist,mist,midi
2017-01-23,271.85,269.05,270.83,272.58,2.1,75,Mist,mist,soir
2017-01-24,273.77,273.77,272.98,274.38,0.0,90,Mist,mist,midi
2017-01-24,273.69,272.01,272.24,274.96,1.5,90,Mist,mist,soir
2017-01-25,273.05,269.44,272.4,273.38,3.1,90,Clouds,overcast clouds,midi
2017-01-25,272.05,268.24,271.34,272.58,3.1,90,Clouds,overcast clouds,soir
2017-01-26,273.69,271.2,272.83,274.58,2.1,1,Mist,mist,midi
2017-01-26,273.78,269.93,272.24,274.61,3.6,1,Clear,sky is clear,soir
2017-01-27,280.72,278.38,279.4,281.38,3.6,0,Clear,sky is clear,midi
2017-01-27,281.36,279.45,279.88,282.87,3.1,0,Clear,sky is clear,soir
2017-01-28,282.12,279.41,281.2,283.4,5.1,90,Clouds,overcast clouds,midi
2017-01-28,279.56,277.64,277.88,280.58,2.6,20,Clouds,few clouds,soir
2017-01-29,278.57,276.47,277.94,279.45,2.6,90,Mist,mist,midi
2017-01-29,279.67,277.41,279.16,280.45,3.1,1,Rain,light rain,soir
